,municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
10,ACATIC,2,0,0,0,0,0,2,2017
11,ACATLÁN DE JUÁREZ,1,0,0,0,0,0,1,2017
12,AHUALULCO DE MERCADO,8,0,0,0,0,0,8,2017
13,AMACUECA,1,0,0,0,0,0,1,2017
14,AMATITÁN,2,0,0,0,0,2,0,2017
15,AMECA,6,0,1,2,1,0,2,2017
16,ARANDAS,11,1,2,1,3,4,0,2017
17,ATEMAJAC DE BRIZUELA,9,1,0,1,4,0,3,2017
18,ATENGO,1,0,0,0,0,0,1,2017
19,ATENGUILLO,6,0,0,0,0,0,6,2017
20,ATOTONILCO EL ALTO,9,0,1,2,0,0,6,2017
21,ATOYAC,5,3,0,0,1,1,0,2017
22,AUTLÁN DE NAVARRO,12,0,1,3,6,2,0,2017
23,AYOTLÁN,2,0,0,2,0,0,0,2017
24,AYUTLA,6,0,0,0,0,0,6,2017
25,BOLAÑOS,3,0,0,1,1,1,0,2017
26,CABO CORRIENTES,8,1,1,3,1,0,2,2017
27,CAÑADAS DE OBREGÓN,3,0,0,0,0,0,3,2017
28,CASIMIRO CASTILLO,2,0,0,1,1,0,0,2017
29,CHAPALA,49,5,15,8,13,5,3,2017
30,CHIMALTITÁN,2,0,0,0,1,0,1,2017
31,CHIQUILISTLÁN,1,0,0,0,0,0,1,2017
32,CIHUATLÁN,130,24,12,37,18,19,20,2017
33,COCULA,3,0,0,0,0,0,3,2017
34,COLOTLÁN,6,0,1,1,0,3,1,2017
35,CONCEPCIÓN DE BUENOS AIRES,5,0,0,0,0,0,5,2017
36,CUAUTITLÁN DE GARCÍA BARRAGÁN,130,24,12,37,18,19,20,2017
37,CUAUTLA,2,0,0,0,1,0,1,2017
38,CUQUÍO,2,0,2,0,0,0,0,2017
39,DEGOLLADO,2,0,1,1,0,0,0,2017
40,EL ARENAL,5,0,0,0,0,0,5,2017
41,EL GRULLO,6,0,1,2,2,1,0,2017
42,EL LIMÓN,2,0,0,1,0,0,1,2017
43,EL SALTO,4,0,3,1,0,0,0,2017
44,ENCARNACIÓN DE DÍAZ,6,0,4,1,1,0,0,2017
45,ETZATLÁN,6,0,0,0,0,0,6,2017
46,GÓMEZ FARÍAS,3,0,0,0,0,0,3,2017
47,GUACHINANGO,3,0,0,0,0,0,3,2017
48,GUADALAJARA,289,30,77,51,89,20,22,2017
49,HOSTOTIPAQUILLO,1,0,0,0,0,0,1,2017
50,HUEJÚCAR,3,0,0,0,0,3,0,2017
51,HUEJUQUILLA EL ALTO,3,0,0,2,1,0,0,2017
52,IXTLAHUACÁN DE LOS MEMBRILLOS,3,0,1,0,0,1,1,2017
53,IXTLAHUACÁN DEL RÍO,1,0,0,0,0,0,1,2017
54,JALOSTOTITLÁN,7,1,2,3,0,1,0,2017
55,JAMAY,5,0,0,0,1,2,2,2017
56,JESÚS MARÍA,1,0,0,0,0,0,1,2017
57,JILOTLÁN DE LOS DOLORES,1,0,0,0,0,0,1,2017
58,JOCOTEPEC,23,5,4,4,1,4,5,2017
59,JUCHITLÁN,1,0,0,0,1,0,0,2017
60,LA BARCA,14,0,0,6,2,4,2,2017
61,LA HUERTA,32,10,3,5,7,5,2,2017
62,LA MANZANILLA DE LA PAZ,8,0,0,0,0,0,8,2017
63,LAGOS DE MORENO,32,4,4,5,3,0,16,2017
64,MAGDALENA,5,0,0,0,0,0,5,2017
65,MASCOTA,32,2,5,13,9,3,0,2017
66,MAZAMITLA,62,3,10,11,1,0,37,2017
67,MEXTICACÁN,1,0,0,0,0,0,1,2017
68,MEZQUITIC,4,0,0,0,1,0,3,2017
69,MIXTLÁN,4,0,0,0,0,0,4,2017
70,OCOTLÁN,20,0,3,2,0,5,10,2017
71,OJUELOS DE JALISCO,7,0,0,0,0,0,7,2017
72,PIHUAMO,2,0,0,0,0,0,2,2017
73,PONCITLÁN,7,0,0,1,0,4,2,2017
74,PUERTO VALLARTA,331,30,42,31,30,14,184,2017
75,QUITUPAN,1,0,0,0,0,0,1,2017
76,SAN DIEGO DE ALEJANDRÍA,4,0,0,1,0,0,3,2017
77,SAN GABRIEL,3,0,0,0,0,0,3,2017
78,SAN IGNACIO CERRO GORDO,3,0,0,0,0,0,3,2017
79,SAN JUAN DE LOS LAGOS,113,18,10,21,23,37,4,2017
80,SAN JUANITO DE ESCOBEDO,1,0,0,0,0,0,1,2017
81,SAN JULIÁN,3,0,1,2,0,0,0,2017
82,SAN MARCOS,2,0,0,0,0,0,2,2017
83,SAN MARTÍN DE BOLAÑOS,2,0,0,0,1,1,0,2017
84,SAN MARTÍN HIDALGO,4,0,0,0,3,1,0,2017
85,SAN MIGUEL EL ALTO,5,0,2,1,0,2,0,2017
86,SAN PEDRO TLAQUEPAQUE,23,11,4,8,0,0,0,2017
87,SAN SEBASTIÁN DEL OESTE,20,4,1,10,1,0,4,2017
88,SANTA MARÍA DEL ORO,1,0,0,0,0,0,1,2017
89,SAYULA,8,3,3,0,2,0,0,2017
90,TALA,7,0,0,0,0,0,7,2017
91,TALPA DE ALLENDE,90,0,1,1,0,1,87,2017
92,TAMAZULA DE GORDIANO,4,0,0,0,0,0,4,2017
93,TAPALPA,78,3,4,4,0,0,67,2017
94,TECALITLÁN,2,0,1,1,0,0,0,2017
95,TECOLOTLÁN,4,0,0,0,1,3,0,2017
96,TENAMAXTLÁN,2,0,0,0,0,0,2,2017
97,TEOCALTICHE,5,0,2,0,3,0,0,2017
98,TEOCUITATLÁN DE CORONA,1,0,0,0,0,0,1,2017
99,TEPATITLÁN DE MORELOS,16,1,6,5,0,0,4,2017
100,TEQUILA,27,1,6,5,3,2,10,2017
101,TEUCHITLÁN,4,0,0,0,0,0,4,2017
102,TIZAPÁN EL ALTO,2,0,0,0,0,1,1,2017
103,TLAJOMULCO DE ZÚÑIGA,8,1,1,2,0,0,4,2017
104,TOLIMÁN,3,0,0,0,0,0,3,2017
105,TOMATLÁN,7,0,1,1,5,0,0,2017
106,TONALÁ,12,1,0,8,3,0,0,2017
107,TONAYA,4,0,0,0,1,0,3,2017
108,TOTATICHE,7,0,0,0,6,1,0,2017
109,TOTOTLÁN,2,0,0,0,0,0,2,2017
110,TUXCUECA,2,0,0,0,0,2,0,2017
111,TUXPAN,3,0,0,1,0,1,1,2017
112,UNIÓN DE SAN ANTONIO,2,0,0,0,0,0,2,2017
113,UNIÓN DE TULA,5,0,0,1,0,0,4,2017
114,VALLE DE GUADALUPE,2,0,0,0,0,0,2,2017
115,VALLE DE JUÁREZ,3,0,0,0,0,0,3,2017
116,VILLA CORONA,8,0,0,0,0,0,8,2017
117,VILLA GUERRERO,1,0,0,0,1,0,0,2017
118,VILLA HIDALGO,14,0,0,0,0,0,14,2017
119,VILLA PURIFICACIÓN,6,0,0,0,0,0,6,2017
120,YAHUALICA DE GONZÁLEZ GALLO,6,1,2,1,2,0,0,2017
121,ZACOALCO DE TORRES,7,0,1,0,0,6,0,2017
122,ZAPOPAN,106,14,51,35,3,2,1,2017
123,ZAPOTILTIC,5,0,0,0,0,0,5,2017
124,ZAPOTITLÁN DE VADILLO,1,0,0,0,0,0,1,2017
125,ZAPOTLÁN DEL REY,2,2,0,0,0,0,0,2017
126,ZAPOTLÁN EL GRANDE,15,0,2,6,4,3,0,2017
127,ZAPOTLANEJO,9,0,1,7,1,0,0,2017
